*;0;#group;index;offset;type;nss;bw;gi;airtime
*;0;#sta;action;macaddr;overhead_mcs;overhead_legacy;supported
phy1;3227687b6bf;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227694a2ac;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322769689c9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32276a38458;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32276a5466c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32276b26b8b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32276b45a64;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32276c124be;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32276c32382;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32276d08e75;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32276d25d83;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32276e0071e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32276e395da;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32276f462cb;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32276f660f5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227704b33c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227706adf0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32277149722;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32277167fbd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227723207d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227724ff3d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32277328595;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227734b181;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322774195eb;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32277439ca2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227750a943;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32277529422;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322775fe562;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227761db4e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322776eaf9e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227770959d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322777dad0e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322777fa2ce;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322778c80ae;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322778e6b3e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322779c737e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322779e4b81;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32277ac0417;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32277adf65d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32277bcc801;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32277ca8902;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;32277cc705d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32277d976bf;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32277db5b2c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32277e89610;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32277ea81cf;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32277f77ffa;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32277f97ed6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227806dbf7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32278089109;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227815a688;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32278179064;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227825b63e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227827cff2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227836659a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322783849bd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227847bcdb;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322784a5282;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;32278577177;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32278595602;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322786651c7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227868963e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32278768f6f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227884a0ac;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3227886b512;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32278942409;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32278960643;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32278a336ba;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32278a51953;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32278b207cb;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32278b40afa;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32278c12534;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32278c30ead;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32278d1c578;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32278e26979;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;32278e44e34;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32278f186f3;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32278f37a51;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322790054c1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32279024024;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322790f01fc;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227910e3e1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322791e38ac;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32279202354;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322792d11ff;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322792ef967;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322793c0c11;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322793df1b3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322794b9d9c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322794dc4bd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322795cb9e1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322795fe21d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322796c8971;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322796e8333;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322797daf94;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322797f96e1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322798c41af;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322798e29aa;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322799b78cc;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322799d620a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32279aad57a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32279acc6d1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32279b97178;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32279bb41a8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32279c8d38c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32279cabf9a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32279d7b76b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32279d9b370;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32279e6ee5f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32279e8dc8e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32279f62c6f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32279f90815;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227a0782af;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227a09dc93;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227a15c33d;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3227a17da69;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227a2695f5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227a288f40;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227a350348;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227a36ee04;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227a443968;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227a462026;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227a52d4f1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227a54c626;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227a61c6ce;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227a63bd32;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227a707721;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227a725eab;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227a7fed71;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227a81d8d8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227a8ef9f8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227a91c584;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227aa0378e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227aa21326;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227aaf3128;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227ab112c2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227abe3c6a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227ac029b9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227acd8353;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227acf7341;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227addb86a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227adfd000;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227aef6a37;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227af19a74;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227aff4760;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3227b016030;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227b0e1d84;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227b103cb2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227b1d2f8b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227b1f3da6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227b2bd9a1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227b2dec1a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227b3c138e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227b3e1e7d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227b4c1c9b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227b4e3a25;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227b58f1da;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227b5ac350;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227b67814b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227b698646;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227b7742ac;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227b793286;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227b865f1d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227b884c72;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227b953b50;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227b971c94;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227ba535e0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227ba73e22;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227bb5b498;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227bb7a3cd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227bc41fee;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227bc61707;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227bd527a7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227bd71670;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227be49619;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227be6bf4d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227bf34d1e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227c005c51;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3227c020ca8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227c0ed229;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227c10ccd3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227c1df4bd;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227c1fdf1a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227c2c98be;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227c2e851e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227c3c0bd2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227c3dfd82;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227c4af929;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227c4cf162;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227c5b1e21;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227c6c8394;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3227c6ec38e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227c7d2858;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227c7f12ab;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227c8c6798;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227c8e5476;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227c9a5b32;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227c9cccc4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227c9d36da;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227c9d6b74;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227cae504c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227cb04ba0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227cbbe473;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227cbdde40;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227cca6d4f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227ccc9e4f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227cd88919;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227cda6f41;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227ce6ecee;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227ce8e060;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227cf47864;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227cf71f2b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227d072b19;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227d0911d3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227d160f3f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227d17f3a1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227d254345;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227d2726db;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227d35a019;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227d37c53a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227d456f24;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227d472f17;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227d547214;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227d565798;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227d63510c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227d654a5d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227d727347;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227d745d63;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227d814868;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227d832e7f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227d9484f5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227d966471;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227da2307c;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3227da4386c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227db1af15;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227db3a2ac;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227dc0780c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227dc25265;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227dcf7196;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227dd154f2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227dde896b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227de07d09;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227ded77e3;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227def6535;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227dfc7edc;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227dfe8e3b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3227e0d66cb;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3227e0f5723;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228cddec81;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228ceb9b66;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3228cedb0a4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228cfae5c1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228cfcf83d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228d0926d7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228d0c0e68;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228d15d9a9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228d1c6ec7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228d1e72b2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228d2c2f6a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228d2e1823;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228d3b5c8a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228d3d39a3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228d4b1eb4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228d4cb832;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228d5aaabd;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228d5cb602;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228d6aa50f;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3228d6cb42a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228d7badb0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228d7d9e0e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228d8c272f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228d8e4051;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228d9b54ce;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228d9d5018;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228dab97c6;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3228dad9cb0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228dbb4596;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228dbd6143;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228dcbf4b0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228dcde124;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228ddb8ae8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228ddd9cfe;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228deae1e6;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3228decf6b4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228dfab76e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228dfc9e5b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228e0a58e4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228e0c84c5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228e1a3ab9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228e1c53f9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228e29dbd3;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3228e2bbdb8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228e4103ed;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228e4fe13e;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3228e51f72e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228e5e11c7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228e6d0119;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3228e6ee711;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228e7d0f66;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228e7f075f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228e8ef755;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3228e911900;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228e9dd4e0;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3228e9fb389;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228ead2d30;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228eaf13be;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228ebccb99;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228ebec2eb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228ecdcf94;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3228ed1ae88;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228ee45379;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228ee61b9c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228ef30818;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228ef4f429;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228f023e05;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228f04288f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228f121df7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228f14319f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228f22f0a2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228f24d6ae;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228f31cf1f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228f340ea8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228f41ac18;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3228f439070;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228f511e11;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228f531353;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228f60ff0c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228f62fc41;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228f6ffc76;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3228f7254ed;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228f8222b6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228f84109c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228f91c30c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228f939f88;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228fa0e41e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228fa2ecce;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228fb0ede7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228fb2eeff;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228fc10830;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3228fc2e90e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228fcffd86;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228fd1fad0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228fe12e8f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228fe337de;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3228ff14c84;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3228ff3670f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229001bd8f;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3229003bb2a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229012b92d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229014a475;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322902274e9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32290245863;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229031a0ea;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229033842b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32290418abd;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229043d03a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32290516b78;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;32290535bb1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32290609d1f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229062a22f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229070db44;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3229072ddfc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229080c085;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3229082c25d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3229091fb5a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32290940d33;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32290a186cd;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32290a3fef2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32290b4edce;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32290c1df26;txs;50:eb:71:92:80:33;3;3;0;279;1
