*;0;#group;index;offset;type;nss;bw;gi;airtime
*;0;#sta;action;macaddr;overhead_mcs;overhead_legacy;supported
phy1;7af6aea2d2d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6af73c99;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6af922d1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6b041cc4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6b066b16;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6b128998;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6b14d326;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6b226c8f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6b245560;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6b308bad;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6b332761;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6b35d4d5;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;7af6b4994b7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6b4b8700;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6b576ed4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6b598017;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6b694bf5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6b6b22ee;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6b7551f3;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6b7785d2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6b84f83b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6b86c76e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6b94595f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6b96253d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6ba2763a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6ba43b54;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6bb12846;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af6bb305c2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af6bbf7f26;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7b444ce8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7b462feb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7b5167ea;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7b535cef;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7b62a307;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7b64de7d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7b752746;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7b772ebc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7b81f394;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7b83d3d2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7b8f4ebf;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7b91308b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7b9dcd52;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7b9fb354;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7baa0bc9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7bac8f88;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7bb95561;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7bbb40e0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7bc60d7d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7bc837c9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7bd4810e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7bd69a29;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7be562da;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7be760a9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7bf34d09;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7c061b8b;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af7c07a8ef;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7c0de4f9;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;7af7c160303;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7c1f9384;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7c22b43c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7c238164;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af7c2f9b9a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7c39771e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7c3a84cf;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;7af7c42fe89;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7c4a17ee;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7c4d1a5f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7c525dcc;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7c5cc9cc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7c60addb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7c6cfa11;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af7c6edeb4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7c7be49b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7c7e5b6d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7c905471;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7c9a5cdf;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af7c9cd031;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7cab0d4e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7cad0b45;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7cb76b0c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7cb95b83;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7cc8aa89;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7ccad24e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7cd87873;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7cda61b5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7ce4f76e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7ce7edf1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7cf7f402;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7cf9eaba;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7d04584c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7d06b4de;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7d14d67f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7d16cc08;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7d208588;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7d23aa2a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7d348911;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7d3656cf;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7d408479;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7d42e301;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7d50d70a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7d52d291;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7d6005cc;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7d6ad2e4;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af7d6d163d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7d7afc5e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7d7cfe1a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7d87bc9c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7d986de2;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af7d9a43a4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7da45bfc;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7da6a79a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7db39b29;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7db57e1b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7dc3999b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af7dc55ad2;stats;50:eb:71:92:80:33;279;3e8;2f2;c6;c6;565ff2;567cff
phy1;7af7dd3208f;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;7af7ddabe66;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7de7cac6;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af7de927ab;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7defc5e3;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af7df692c5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7dfe158a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7e010966;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7e0e27ed;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;7af7e110a8c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af7e1fbcb6;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;7af8c1d5e41;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af8c1dd323;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8c200a38;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8c2a6dac;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8c2c60ae;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8c366cf4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8c38edcc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8c421966;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8c44fdcc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8c4f6559;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8c51612c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8c5dfc8e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8c5ff53e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8c6a5f84;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8c6c54a1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8c76d69c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8c78d629;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8c8474ab;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8c8f4c5a;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af8c912be0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8c9d3652;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8c9f3aa6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8cad51a4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8cb1ee32;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8cbc7955;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;7af8cca5602;txs;50:eb:71:92:80:33;6;6;0;279;1
phy1;7af8ccc4f0c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8cd75af8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8ce480ac;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af8ce93244;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;7af8cf223e7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8cf3a4b7;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;7af8cf85a99;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8d020319;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8d04cea8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8d0f7da2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8d1148a6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8d1d6043;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8d1deb5a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8d2aa19d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8d2c8cec;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8d3bb430;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8d47ec65;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af8d4a9b9b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8d55e780;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8d57e227;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8d62d089;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8d6df19f;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af8d704b12;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8d7c1d65;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8d7eb49c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8d8815d6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8d8afc01;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8d956278;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8d976be3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8da0ba9c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8da39e8b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8dad8a63;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8daf695a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8db8f96b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8dbbcdc9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8dc64fd4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8dc85c34;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8dd53e72;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8de3182e;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af8de4ffb1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8df15dde;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8df34f57;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8dfc2b4f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8dff31a5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8e099214;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8e0b8a36;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8e15adcf;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8e1774ac;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8e21b21c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8e240a12;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8e2e5da0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8e39c862;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af8e3bb968;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8e45c7d2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8e47bc8b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8e51f264;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8e54653d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8e5f53f6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8e6122b8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8e6d0cc7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8e7c6dc2;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af8e7ebc95;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8e8b647f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8e93feb7;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;7af8e9580ee;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8e992180;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8ea33c45;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;7af8ea71f40;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8ea9b5aa;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8eabc796;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8eb9f8a4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8ebc0614;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8ec5b0e5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8ed11e44;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af8ed32889;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8ede7206;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8ee03dae;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8eec8d95;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8eeefbd5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8ef83946;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8efbdaff;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8f05d3da;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8f086e65;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8f15d7b8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8f17d6e3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8f21eb34;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8f24054f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8f319d4c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8f322c55;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8f3d9394;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8f497bb8;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af8f4bc63e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8f563a57;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8f58db17;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8f66a848;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8f70d107;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af8f7c0889;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;7af8f7e160a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8f88aa98;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8f93bffe;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af8f95be2f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8fa0dfe5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8fa34f6a;stats;50:eb:71:92:80:33;279;3e8;2f2;e2;e2;566425;568132
phy1;7af8faffc48;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af8fb20a7e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8fbaf500;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8fbe1ede;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8fc8771f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8fca4124;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8fd51959;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8fd71dc9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8fe1b375;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8fe25378;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af8fedb933;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af8ffacca2;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af8ffcadc7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af90063f5b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af90085dc3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af9012a964;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af9014515f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af901ebddf;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af9020b63b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af902995e0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af902c9e2d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af90372322;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af903a594a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af9047296d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af90495fca;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af90535e66;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af9055b873;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af90601984;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af90622260;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af906b5040;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af906e8f9a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af90775b85;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af9079d677;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af908767e0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af908f4386;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af90911f1a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af909239bc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af909d8a77;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af909f736b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af9df76c3a;stats;50:eb:71:92:80:33;279;3e1;2f2;fe;fe;5667c4;5684d5
phy1;7af9dffcccc;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af9e013cd8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af9e11ed76;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;7af9e140727;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af9e1c8f1a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af9e1f58cf;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af9e2944e8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af9e3143bb;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af9e33acaf;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af9e3e526d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af9e485233;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af9e508104;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af9e5416cc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af9e5d5ae2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af9e685bdf;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af9e6bb869;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af9e73cb7f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af9e75fcd3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af9e7d619a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af9e80c164;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af9e8b9e22;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af9e8d24d2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af9e960a6d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af9e98b0c1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af9ea1287c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af9eabe230;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af9eb5cfd3;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af9eb8553c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af9ec040ac;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af9ec386ab;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af9ecd37c4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7afac0a59ab;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7afac0dcf2e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7afac186bb2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7afac231ce0;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7afac2adc16;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7afac3440e1;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7afac36f34a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7afac40a496;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7afac42f4f5;stats;50:eb:71:92:80:33;279;3e6;2f2;f6;f6;566bb5;5688c7
phy1;7afac4eef49;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7afac513682;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7afac5cf0c9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7afac65b373;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7afac6f0500;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7afac719908;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7afac7bc4bd;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7afac861a64;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7afac8f6fc4;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7afac97a9e4;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7afaca09014;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7afaca410c4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7afacab16b0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7afacada314;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7afacb4e051;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7afacb7fda2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7afacbf4ead;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7afacc2a7f4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7afacc98e62;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7afacccda25;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7afacd6369a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7afacd6d83b;txs;50:eb:71:92:80:33;1;1;0;279;1
